user_id,age,interest_category
208906,,
477490,53.0,Nature & Wildlife
576264,19.0,4WD & Off-Road
416003,36.0,4WD & Off-Road
272266,,
430715,51.0,Cultural Tours
202052,27.0,4WD & Off-Road
927117,20.0,4WD & Off-Road
589056,22.0,
869010,59.0,Nature & Wildlife
685716,35.0,4WD & Off-Road
269598,57.0,Cultural Tours
496055,28.0,
411043,29.0,4WD & Off-Road
927571,37.0,Cultural Tours
492214,,
312717,62.0,Hop-On Hop-Off Tours
666423,,
427267,,
220158,42.0,Cultural Tours
916368,32.0,4WD & Off-Road
138380,22.0,
564036,43.0,Hop-On Hop-Off Tours
378061,33.0,4WD & Off-Road
620931,26.0,4WD & Off-Road
664440,20.0,Nature & Wildlife
301037,64.0,Wine Tasting
737372,29.0,4WD & Off-Road
758353,37.0,4WD & Off-Road
105550,58.0,Wine Tasting
380704,55.0,4WD & Off-Road
482965,35.0,4WD & Off-Road
460521,33.0,Hop-On Hop-Off Tours
275773,50.0,Wine Tasting
230520,40.0,Nature & Wildlife
443446,34.0,4WD & Off-Road
807757,18.0,Wine Tasting
705253,51.0,
725586,26.0,Cultural Tours
206115,61.0,4WD & Off-Road
470760,37.0,Nature & Wildlife
500457,20.0,4WD & Off-Road
838780,25.0,4WD & Off-Road
427269,34.0,
151691,49.0,4WD & Off-Road
109523,27.0,Nature & Wildlife
217039,60.0,Nature & Wildlife
125157,45.0,
707703,25.0,Wine Tasting
910524,,
175958,63.0,Cultural Tours
307257,59.0,Wine Tasting
302627,26.0,
656939,49.0,Cruises & Water Tours
445280,37.0,Wine Tasting
618180,47.0,Nature & Wildlife
682551,32.0,Cultural Tours
495379,49.0,4WD & Off-Road
853882,61.0,4WD & Off-Road
518705,29.0,4WD & Off-Road
348227,64.0,4WD & Off-Road
967138,,
968523,24.0,Cultural Tours
547689,48.0,Cultural Tours
822113,18.0,4WD & Off-Road
860081,30.0,4WD & Off-Road
353744,,
742234,56.0,Cultural Tours
123816,30.0,4WD & Off-Road
660076,37.0,Hop-On Hop-Off Tours
396257,,
594732,21.0,Hop-On Hop-Off Tours
947814,51.0,
513976,47.0,4WD & Off-Road
337937,38.0,Nature & Wildlife
864264,64.0,Hop-On Hop-Off Tours
571289,,
976823,,
671660,29.0,4WD & Off-Road
826024,63.0,Nature & Wildlife
188820,,
781932,24.0,Hop-On Hop-Off Tours
879924,50.0,4WD & Off-Road
964576,34.0,4WD & Off-Road
363763,34.0,4WD & Off-Road
998213,25.0,Nature & Wildlife
577301,29.0,Nature & Wildlife
711309,22.0,4WD & Off-Road
998185,27.0,Hop-On Hop-Off Tours
907369,64.0,Cultural Tours
957546,,
372416,18.0,
554334,48.0,Cruises & Water Tours
519098,45.0,Cruises & Water Tours
789146,46.0,
494860,52.0,Hop-On Hop-Off Tours
349018,,
490329,52.0,Cultural Tours
856018,30.0,Nature & Wildlife
976106,59.0,Nature & Wildlife
206093,33.0,Nature & Wildlife
608274,30.0,4WD & Off-Road
705448,23.0,
927574,48.0,Nature & Wildlife
479917,34.0,4WD & Off-Road
867437,,
189547,60.0,Nature & Wildlife
993255,60.0,4WD & Off-Road
782377,27.0,Nature & Wildlife
856787,,
708854,,
887555,48.0,Hop-On Hop-Off Tours
161378,,
124196,42.0,Cultural Tours
685002,,
459319,33.0,Wine Tasting
944102,48.0,Nature & Wildlife
142134,,
936152,28.0,Cultural Tours
798030,48.0,4WD & Off-Road
839787,52.0,Cultural Tours
990406,33.0,Hop-On Hop-Off Tours
788991,,
754104,29.0,4WD & Off-Road
265747,37.0,Hop-On Hop-Off Tours
827257,44.0,Wine Tasting
628636,24.0,
722536,53.0,Cultural Tours
129728,53.0,
852974,56.0,Nature & Wildlife
470211,36.0,Hop-On Hop-Off Tours
943012,60.0,4WD & Off-Road
949846,21.0,
434598,59.0,Wine Tasting
633105,,
569027,54.0,4WD & Off-Road
134786,34.0,Cultural Tours
716456,26.0,Nature & Wildlife
713051,,
694027,,
161880,24.0,Cultural Tours
684149,53.0,4WD & Off-Road
552147,46.0,4WD & Off-Road
485442,55.0,Hop-On Hop-Off Tours
852828,44.0,4WD & Off-Road
761614,,
464897,,
651706,39.0,Nature & Wildlife
983806,25.0,4WD & Off-Road
143865,52.0,Cultural Tours
643755,,
192305,44.0,4WD & Off-Road
272373,,
608975,41.0,4WD & Off-Road
329881,21.0,4WD & Off-Road
389102,33.0,Nature & Wildlife
533987,22.0,4WD & Off-Road
181739,,
956753,33.0,Cultural Tours
195847,18.0,4WD & Off-Road
914606,59.0,4WD & Off-Road
758814,54.0,Cultural Tours
356681,44.0,4WD & Off-Road
863518,23.0,Wine Tasting
817603,34.0,Hop-On Hop-Off Tours
232872,27.0,Cultural Tours
280718,51.0,Cruises & Water Tours
175244,47.0,Cultural Tours
823328,,
315097,28.0,Nature & Wildlife
651246,,
426325,44.0,4WD & Off-Road
829423,48.0,Cruises & Water Tours
866467,24.0,4WD & Off-Road
449182,28.0,Cultural Tours
732251,19.0,Hop-On Hop-Off Tours
508788,26.0,
384925,25.0,Wine Tasting
746679,27.0,4WD & Off-Road
530269,58.0,Hop-On Hop-Off Tours
320365,,
145076,33.0,Nature & Wildlife
167595,45.0,Cultural Tours
651900,,
816826,47.0,4WD & Off-Road
299234,18.0,4WD & Off-Road
361876,22.0,4WD & Off-Road
515765,51.0,Nature & Wildlife
286405,,
357826,34.0,4WD & Off-Road
596566,,
970922,61.0,Hop-On Hop-Off Tours
349646,27.0,Wine Tasting
708164,48.0,
450292,,
376937,32.0,Wine Tasting
175862,,
184754,58.0,Cultural Tours
913209,27.0,Nature & Wildlife
764191,52.0,Cruises & Water Tours
797564,54.0,Nature & Wildlife
558354,30.0,Nature & Wildlife
310273,,
103202,23.0,4WD & Off-Road
209969,47.0,Cultural Tours
347199,53.0,Cultural Tours
863363,57.0,4WD & Off-Road
108977,28.0,4WD & Off-Road
871431,46.0,Hop-On Hop-Off Tours
996787,20.0,4WD & Off-Road
741919,,
984979,21.0,4WD & Off-Road
871237,20.0,4WD & Off-Road
312048,33.0,Nature & Wildlife
920116,51.0,4WD & Off-Road
369032,58.0,Nature & Wildlife
770197,40.0,
824269,61.0,Nature & Wildlife
576709,19.0,4WD & Off-Road
891891,63.0,Hop-On Hop-Off Tours
134343,22.0,Wine Tasting
891107,30.0,Cultural Tours
173661,23.0,Hop-On Hop-Off Tours
930215,57.0,
550428,,
327224,47.0,Nature & Wildlife
324616,46.0,Cruises & Water Tours
710624,58.0,Nature & Wildlife
895648,47.0,Wine Tasting
432060,27.0,4WD & Off-Road
511236,36.0,4WD & Off-Road
479001,60.0,4WD & Off-Road
837521,45.0,Cruises & Water Tours
152603,25.0,
893435,33.0,Cultural Tours
218213,53.0,4WD & Off-Road
741758,,
215587,52.0,Cruises & Water Tours
365072,41.0,Nature & Wildlife
604978,43.0,4WD & Off-Road
315318,60.0,
476999,42.0,Cruises & Water Tours
950054,,
227853,45.0,Nature & Wildlife
133776,31.0,4WD & Off-Road
994608,34.0,Nature & Wildlife
723397,37.0,Cultural Tours
962468,60.0,
542995,55.0,Cultural Tours
684507,40.0,
182946,41.0,Cruises & Water Tours
910074,42.0,Wine Tasting
272834,,
606786,57.0,Nature & Wildlife
748593,64.0,Hop-On Hop-Off Tours
381140,62.0,
872601,,
419664,57.0,Nature & Wildlife
101156,41.0,Cultural Tours
994652,33.0,Cultural Tours
146269,22.0,4WD & Off-Road
806013,,
610630,61.0,
978866,27.0,4WD & Off-Road
583990,55.0,4WD & Off-Road
169890,56.0,Cruises & Water Tours
492579,,
224130,24.0,4WD & Off-Road
459093,28.0,4WD & Off-Road
556518,59.0,Nature & Wildlife
903489,40.0,Wine Tasting
508409,60.0,Nature & Wildlife
381343,24.0,
714778,22.0,Hop-On Hop-Off Tours
280369,,
456225,,
315398,,
932457,53.0,Nature & Wildlife
824144,45.0,Cultural Tours
937882,35.0,4WD & Off-Road
588174,39.0,Nature & Wildlife
995902,39.0,4WD & Off-Road
579711,35.0,4WD & Off-Road
291666,62.0,Cruises & Water Tours
255583,64.0,Nature & Wildlife
176051,39.0,4WD & Off-Road
198516,18.0,Cultural Tours
221328,41.0,Hop-On Hop-Off Tours
889468,,
823578,,
165660,63.0,Hop-On Hop-Off Tours
513133,51.0,Cultural Tours
755895,24.0,4WD & Off-Road
922314,31.0,Nature & Wildlife
704055,28.0,4WD & Off-Road
210090,,
949009,37.0,4WD & Off-Road
379670,46.0,Nature & Wildlife
135232,29.0,Wine Tasting
802476,,
596906,61.0,4WD & Off-Road
787851,39.0,Hop-On Hop-Off Tours
892732,35.0,
294283,,
787672,51.0,Cultural Tours
104460,52.0,Cultural Tours
337451,21.0,Nature & Wildlife
377524,,
599601,22.0,Nature & Wildlife
858093,25.0,Wine Tasting
308879,38.0,Cultural Tours
710556,,
284612,23.0,4WD & Off-Road
665625,25.0,4WD & Off-Road
673434,31.0,4WD & Off-Road
836753,24.0,Nature & Wildlife
554378,,
698753,39.0,4WD & Off-Road
987939,38.0,4WD & Off-Road
589462,50.0,Cultural Tours
861628,41.0,Wine Tasting
574769,18.0,4WD & Off-Road
962906,,
362229,,
439220,41.0,Hop-On Hop-Off Tours
237474,57.0,Nature & Wildlife
883422,37.0,4WD & Off-Road
406067,40.0,Cultural Tours
828754,29.0,4WD & Off-Road
274649,25.0,4WD & Off-Road
399130,50.0,Cultural Tours
119919,21.0,Nature & Wildlife
300881,,
231106,63.0,Cruises & Water Tours
394150,,
729856,28.0,Cultural Tours
523161,59.0,Wine Tasting
813137,26.0,
901307,43.0,Nature & Wildlife
863849,19.0,
673277,28.0,
593139,,
143407,43.0,4WD & Off-Road
429543,51.0,4WD & Off-Road
588621,35.0,Cultural Tours
488649,44.0,4WD & Off-Road
814132,39.0,
986048,24.0,Cultural Tours
696693,43.0,Cruises & Water Tours
209004,27.0,4WD & Off-Road
121866,61.0,4WD & Off-Road
746618,40.0,4WD & Off-Road
475942,53.0,Cultural Tours
309225,36.0,Hop-On Hop-Off Tours
433829,21.0,4WD & Off-Road
746227,19.0,4WD & Off-Road
185353,27.0,Cultural Tours
387754,,
686855,49.0,
337363,63.0,Nature & Wildlife
852356,63.0,4WD & Off-Road
558620,,
677990,55.0,Cruises & Water Tours
746998,53.0,Cultural Tours
461786,45.0,4WD & Off-Road
406957,45.0,Nature & Wildlife
156368,59.0,4WD & Off-Road
458163,44.0,4WD & Off-Road
535824,27.0,4WD & Off-Road
917410,33.0,4WD & Off-Road
279028,62.0,
154876,36.0,4WD & Off-Road
960577,,
798075,28.0,Nature & Wildlife
858883,48.0,Wine Tasting
620926,40.0,4WD & Off-Road
334011,19.0,4WD & Off-Road
485821,21.0,4WD & Off-Road
561442,52.0,Nature & Wildlife
611007,,
215489,22.0,Nature & Wildlife
361045,61.0,Wine Tasting
413379,31.0,4WD & Off-Road
214067,56.0,Wine Tasting
375770,53.0,4WD & Off-Road
322776,25.0,Nature & Wildlife
328647,61.0,
871698,46.0,Hop-On Hop-Off Tours
994174,,
796752,,
434593,44.0,Nature & Wildlife
669882,44.0,Nature & Wildlife
605660,23.0,Hop-On Hop-Off Tours
136900,,
399139,24.0,4WD & Off-Road
187262,60.0,Hop-On Hop-Off Tours
415980,43.0,Hop-On Hop-Off Tours
863970,61.0,4WD & Off-Road
818218,29.0,4WD & Off-Road
567453,52.0,Hop-On Hop-Off Tours
391699,55.0,Cruises & Water Tours
136157,40.0,Cultural Tours
979253,64.0,Cruises & Water Tours
806228,58.0,Cruises & Water Tours
668168,44.0,4WD & Off-Road
323097,31.0,4WD & Off-Road
327815,,
397835,26.0,4WD & Off-Road
675742,33.0,4WD & Off-Road
291458,,
762317,,
500190,22.0,
655103,44.0,Cultural Tours
435650,21.0,Cultural Tours
679833,42.0,4WD & Off-Road
135578,34.0,4WD & Off-Road
185390,22.0,4WD & Off-Road
771970,,
238205,27.0,4WD & Off-Road
883133,,
553474,,
609946,24.0,4WD & Off-Road
502716,33.0,Hop-On Hop-Off Tours
875761,57.0,Cruises & Water Tours
106973,,
799722,63.0,Cultural Tours
501861,,
677765,63.0,4WD & Off-Road
680349,21.0,Cultural Tours
631120,61.0,Cruises & Water Tours
616021,56.0,Cruises & Water Tours
134610,57.0,Cruises & Water Tours
431346,57.0,4WD & Off-Road
274017,30.0,Nature & Wildlife
427021,64.0,Hop-On Hop-Off Tours
255702,,
337843,47.0,Cruises & Water Tours
313797,21.0,Nature & Wildlife
678786,19.0,
124764,54.0,Nature & Wildlife
649989,26.0,4WD & Off-Road
797006,22.0,Nature & Wildlife
712581,52.0,Cultural Tours
926864,62.0,Wine Tasting
801573,36.0,4WD & Off-Road
677693,53.0,4WD & Off-Road
577731,44.0,Wine Tasting
139009,48.0,Cultural Tours
880628,22.0,4WD & Off-Road
178879,38.0,
955085,39.0,Hop-On Hop-Off Tours
794572,27.0,4WD & Off-Road
707678,39.0,Nature & Wildlife
915060,61.0,Cultural Tours
128129,30.0,4WD & Off-Road
858284,40.0,
592775,48.0,4WD & Off-Road
370827,,
448089,,
928853,53.0,Hop-On Hop-Off Tours
419306,,
233231,46.0,4WD & Off-Road
406474,46.0,Cruises & Water Tours
784329,51.0,4WD & Off-Road
425639,53.0,Nature & Wildlife
618271,40.0,Hop-On Hop-Off Tours
488593,25.0,4WD & Off-Road
292151,36.0,4WD & Off-Road
730919,33.0,4WD & Off-Road
284291,26.0,Hop-On Hop-Off Tours
181357,56.0,
125239,38.0,4WD & Off-Road
234253,31.0,Wine Tasting
893358,36.0,4WD & Off-Road
793124,21.0,4WD & Off-Road
179872,23.0,
635755,,
614300,19.0,
682302,,
447604,,
876574,51.0,4WD & Off-Road
855545,58.0,Nature & Wildlife
434912,,
785160,,
754458,35.0,
314145,56.0,4WD & Off-Road
140740,,
132633,26.0,Nature & Wildlife
928672,24.0,4WD & Off-Road
393265,26.0,Cultural Tours
567304,57.0,
798096,,
430941,60.0,Nature & Wildlife
482516,28.0,4WD & Off-Road
428349,36.0,4WD & Off-Road
680086,60.0,Cultural Tours
237607,49.0,Cruises & Water Tours
674026,41.0,Wine Tasting
214389,,
682286,21.0,
639367,59.0,Cultural Tours
225265,56.0,
794663,52.0,Cultural Tours
590073,51.0,Cultural Tours
805046,28.0,4WD & Off-Road
406338,62.0,Cultural Tours
668933,48.0,Cultural Tours
523469,28.0,
231473,,
925937,45.0,Cruises & Water Tours
842091,56.0,Cruises & Water Tours
249428,41.0,Wine Tasting
637637,38.0,Hop-On Hop-Off Tours
955096,46.0,4WD & Off-Road
135186,47.0,4WD & Off-Road
371735,,
313612,41.0,Nature & Wildlife
193947,34.0,Nature & Wildlife
588664,51.0,4WD & Off-Road
515261,31.0,4WD & Off-Road
611997,,
746817,34.0,4WD & Off-Road
605277,58.0,Cruises & Water Tours
506589,63.0,
870337,,
955408,43.0,Cultural Tours
754823,22.0,
200533,59.0,4WD & Off-Road
421645,26.0,4WD & Off-Road
432005,33.0,Hop-On Hop-Off Tours
242934,18.0,Cultural Tours
379552,62.0,4WD & Off-Road
675921,23.0,Cultural Tours
752288,30.0,4WD & Off-Road
169429,50.0,Cultural Tours
519035,37.0,4WD & Off-Road
413025,,
267257,46.0,4WD & Off-Road
727966,54.0,
651066,55.0,4WD & Off-Road
597635,53.0,4WD & Off-Road
195911,40.0,
761921,57.0,Cruises & Water Tours
674189,,
255961,26.0,
461158,45.0,
707190,,
945197,25.0,Hop-On Hop-Off Tours
914105,36.0,4WD & Off-Road
512697,60.0,Cultural Tours
769492,51.0,4WD & Off-Road
560583,53.0,
729097,19.0,Hop-On Hop-Off Tours
551212,57.0,Cruises & Water Tours
270070,24.0,Nature & Wildlife
370613,,
175029,62.0,Wine Tasting
177210,41.0,Hop-On Hop-Off Tours
944458,51.0,
599159,58.0,
895932,33.0,
907823,23.0,
913864,44.0,4WD & Off-Road
162643,28.0,4WD & Off-Road
711876,25.0,Cultural Tours
474294,,
249801,30.0,4WD & Off-Road
795527,,
367743,19.0,4WD & Off-Road
127665,35.0,4WD & Off-Road
757961,41.0,Cruises & Water Tours
756075,49.0,Cultural Tours
149290,51.0,Hop-On Hop-Off Tours
410830,24.0,Cultural Tours
546869,36.0,Hop-On Hop-Off Tours
425701,60.0,Hop-On Hop-Off Tours
171457,58.0,4WD & Off-Road
656424,50.0,Cruises & Water Tours
381533,59.0,Hop-On Hop-Off Tours
220960,22.0,Hop-On Hop-Off Tours
707773,,
569314,19.0,Cultural Tours
422599,59.0,Cruises & Water Tours
471253,,
774792,30.0,4WD & Off-Road
464197,27.0,Hop-On Hop-Off Tours
396205,34.0,Wine Tasting
665903,37.0,
714605,50.0,4WD & Off-Road
814725,30.0,4WD & Off-Road
456154,37.0,4WD & Off-Road
235242,34.0,Hop-On Hop-Off Tours
601556,33.0,4WD & Off-Road
765227,23.0,Nature & Wildlife
259067,33.0,Wine Tasting
727202,24.0,4WD & Off-Road
447525,52.0,Cultural Tours
727536,21.0,Cultural Tours
936957,63.0,
927538,24.0,Hop-On Hop-Off Tours
463151,32.0,Hop-On Hop-Off Tours
533142,26.0,Wine Tasting
257334,62.0,Nature & Wildlife
321491,46.0,Cruises & Water Tours
752511,53.0,Nature & Wildlife
931272,,
629482,,
762806,63.0,4WD & Off-Road
885884,54.0,Nature & Wildlife
647689,20.0,Hop-On Hop-Off Tours
605478,34.0,Nature & Wildlife
142189,,
222664,47.0,Nature & Wildlife
819991,25.0,
908414,43.0,Wine Tasting
817807,49.0,
735895,47.0,Cultural Tours
331209,38.0,Hop-On Hop-Off Tours
672854,46.0,4WD & Off-Road
655788,46.0,
790466,,
617758,,
455510,58.0,Cultural Tours
526506,19.0,Nature & Wildlife
633869,63.0,
330229,41.0,Wine Tasting
139429,22.0,Cultural Tours
293161,50.0,Hop-On Hop-Off Tours
547779,50.0,Nature & Wildlife
584225,35.0,4WD & Off-Road
952164,,
495418,55.0,Cultural Tours
560939,57.0,Nature & Wildlife
870154,51.0,
297922,50.0,Cruises & Water Tours
105741,52.0,4WD & Off-Road
946922,,
836681,,
724440,21.0,Wine Tasting
572378,20.0,4WD & Off-Road
668402,43.0,
173903,21.0,4WD & Off-Road
805297,,
788153,31.0,4WD & Off-Road
536948,54.0,
369595,,
371307,61.0,Cruises & Water Tours
281301,59.0,
329807,26.0,4WD & Off-Road
194983,52.0,
120442,23.0,
291619,59.0,Hop-On Hop-Off Tours
461827,41.0,Nature & Wildlife
148455,,
280951,56.0,Cruises & Water Tours
751082,31.0,Cultural Tours
444261,63.0,Cultural Tours
249937,53.0,4WD & Off-Road
272466,35.0,Nature & Wildlife
266134,37.0,Cultural Tours
931255,57.0,Nature & Wildlife
581000,51.0,
153157,38.0,4WD & Off-Road
280227,20.0,4WD & Off-Road
492570,51.0,Hop-On Hop-Off Tours
246988,,
785818,28.0,Nature & Wildlife
829240,25.0,4WD & Off-Road
793486,47.0,4WD & Off-Road
758361,64.0,Cultural Tours
728129,55.0,Cultural Tours
543950,52.0,Nature & Wildlife
342018,59.0,
673512,24.0,Wine Tasting
174349,26.0,4WD & Off-Road
475871,18.0,
395191,62.0,Cultural Tours
255161,20.0,Wine Tasting
972280,33.0,Nature & Wildlife
152308,50.0,Cultural Tours
524796,59.0,4WD & Off-Road
897056,25.0,4WD & Off-Road
609580,61.0,
236931,48.0,Hop-On Hop-Off Tours
389129,46.0,4WD & Off-Road
971896,36.0,4WD & Off-Road
123082,59.0,Nature & Wildlife
321922,46.0,Cultural Tours
643728,50.0,Cultural Tours
489370,63.0,Cultural Tours
125360,56.0,Nature & Wildlife
566085,64.0,4WD & Off-Road
246846,57.0,
109805,,
346389,32.0,4WD & Off-Road
443880,38.0,Wine Tasting
279087,37.0,Wine Tasting
443386,,
694238,,
189497,27.0,
480583,48.0,
478934,36.0,4WD & Off-Road
710869,45.0,Nature & Wildlife
689547,20.0,
738893,40.0,4WD & Off-Road
234294,19.0,Wine Tasting
342428,30.0,Wine Tasting
408219,20.0,Hop-On Hop-Off Tours
332855,22.0,4WD & Off-Road
714668,48.0,
335711,,
191761,25.0,Nature & Wildlife
644293,31.0,4WD & Off-Road
664123,46.0,Cultural Tours
972953,18.0,Hop-On Hop-Off Tours
201062,36.0,
754201,61.0,Cultural Tours
263505,,
998065,23.0,Hop-On Hop-Off Tours
850132,40.0,
930388,60.0,Cultural Tours
168835,,
740892,46.0,Wine Tasting
949911,,
496831,,
656448,26.0,Cultural Tours
909828,24.0,
711941,52.0,4WD & Off-Road
753561,48.0,Nature & Wildlife
610286,22.0,
734479,,
188552,36.0,4WD & Off-Road
124306,56.0,Cruises & Water Tours
274034,46.0,Wine Tasting
283087,,
720174,,
478720,33.0,4WD & Off-Road
568230,,
679625,41.0,Cruises & Water Tours
872770,51.0,Wine Tasting
729997,50.0,Nature & Wildlife
649514,20.0,4WD & Off-Road
948628,59.0,Hop-On Hop-Off Tours
600483,,
820894,48.0,4WD & Off-Road
388576,,
592686,59.0,Hop-On Hop-Off Tours
653519,47.0,Nature & Wildlife
982925,44.0,Wine Tasting
229075,46.0,4WD & Off-Road
279710,27.0,
175934,,
174654,47.0,Nature & Wildlife
995098,,
837772,31.0,Nature & Wildlife
460951,27.0,Nature & Wildlife
799751,58.0,Cultural Tours
691204,33.0,4WD & Off-Road
902308,28.0,Wine Tasting
737305,49.0,Cultural Tours
409874,,
976199,55.0,Nature & Wildlife
994467,,
267017,34.0,Hop-On Hop-Off Tours
779217,34.0,4WD & Off-Road
780317,49.0,
464118,,
687172,57.0,Cultural Tours
941451,26.0,4WD & Off-Road
800072,44.0,4WD & Off-Road
256813,32.0,4WD & Off-Road
768615,30.0,4WD & Off-Road
564648,19.0,
631982,36.0,
155782,50.0,Hop-On Hop-Off Tours
636512,51.0,Cultural Tours
875457,33.0,4WD & Off-Road
659918,19.0,4WD & Off-Road
380508,51.0,4WD & Off-Road
672300,58.0,
447931,37.0,4WD & Off-Road
987514,22.0,4WD & Off-Road
321396,53.0,4WD & Off-Road
666247,53.0,Nature & Wildlife
478436,40.0,
797236,42.0,Cultural Tours
498449,29.0,4WD & Off-Road
103621,46.0,Cultural Tours
674307,,
231997,27.0,Wine Tasting
347351,59.0,4WD & Off-Road
525279,30.0,Hop-On Hop-Off Tours
598919,43.0,Cruises & Water Tours
159366,56.0,Nature & Wildlife
412216,64.0,Hop-On Hop-Off Tours
678874,44.0,Nature & Wildlife
847411,18.0,4WD & Off-Road
429439,36.0,4WD & Off-Road
222171,52.0,Cultural Tours
814791,18.0,4WD & Off-Road
436600,48.0,4WD & Off-Road
949136,39.0,4WD & Off-Road
251667,36.0,4WD & Off-Road
471908,36.0,Hop-On Hop-Off Tours
736941,,
125287,50.0,
691960,64.0,Wine Tasting
988799,19.0,4WD & Off-Road
996659,40.0,Cultural Tours
763026,37.0,Wine Tasting
675632,31.0,4WD & Off-Road
291169,49.0,Cultural Tours
898007,36.0,Nature & Wildlife
269188,56.0,4WD & Off-Road
769183,,
782204,18.0,4WD & Off-Road
662385,,
686735,31.0,4WD & Off-Road
335571,39.0,4WD & Off-Road
669997,56.0,4WD & Off-Road
868600,42.0,Wine Tasting
871951,62.0,
299723,,
870428,41.0,Wine Tasting
628079,44.0,Nature & Wildlife
491341,,
173545,35.0,Nature & Wildlife
480863,61.0,
893925,55.0,Wine Tasting
721442,24.0,Wine Tasting
905672,,
344771,18.0,Nature & Wildlife
141979,60.0,Cultural Tours
368449,,
255893,,
402828,43.0,
241610,22.0,4WD & Off-Road
969286,49.0,
458528,,
218396,50.0,Wine Tasting
185025,58.0,Wine Tasting
311089,48.0,4WD & Off-Road
902253,23.0,
109242,45.0,4WD & Off-Road
831021,20.0,
666304,,
714471,22.0,Hop-On Hop-Off Tours
321608,20.0,
935074,26.0,Hop-On Hop-Off Tours
237458,,
933924,29.0,Wine Tasting
906905,31.0,Hop-On Hop-Off Tours
875487,57.0,Hop-On Hop-Off Tours
659983,50.0,Cultural Tours
827828,,
841236,,
166079,39.0,Cultural Tours
940492,44.0,
809196,48.0,Cruises & Water Tours
469992,,
318172,60.0,Hop-On Hop-Off Tours
529760,36.0,4WD & Off-Road
570668,,
821904,,
925303,48.0,Hop-On Hop-Off Tours
408410,,
588147,22.0,
982774,60.0,Cultural Tours
827377,32.0,4WD & Off-Road
484832,25.0,4WD & Off-Road
129146,23.0,4WD & Off-Road
161716,52.0,
781856,46.0,Hop-On Hop-Off Tours
701224,61.0,Hop-On Hop-Off Tours
544136,43.0,Nature & Wildlife
203499,33.0,4WD & Off-Road
689329,46.0,Cultural Tours
616408,27.0,4WD & Off-Road
777504,56.0,4WD & Off-Road
949351,46.0,Cultural Tours
833038,54.0,
658879,39.0,Cultural Tours
121582,38.0,4WD & Off-Road
883075,,
298686,,
979705,55.0,Nature & Wildlife
658666,20.0,4WD & Off-Road
252014,25.0,
810500,55.0,Nature & Wildlife
140405,42.0,Wine Tasting
402317,55.0,4WD & Off-Road
442529,,
363996,,
873934,,
154644,37.0,4WD & Off-Road
529565,26.0,Nature & Wildlife
695609,,
356197,20.0,4WD & Off-Road
913926,42.0,
556222,,
624416,30.0,4WD & Off-Road
965725,63.0,4WD & Off-Road
138472,30.0,4WD & Off-Road
295173,27.0,Cultural Tours
892290,,
657353,35.0,Wine Tasting
715061,55.0,
212148,51.0,Hop-On Hop-Off Tours
129578,22.0,4WD & Off-Road
673999,,
245270,62.0,4WD & Off-Road
395385,60.0,Cultural Tours
410448,60.0,
746528,49.0,Nature & Wildlife
416260,27.0,Hop-On Hop-Off Tours
952489,28.0,Nature & Wildlife
710009,50.0,
525876,47.0,4WD & Off-Road
841342,33.0,Cultural Tours
204964,47.0,Wine Tasting
364165,55.0,4WD & Off-Road
361636,32.0,Hop-On Hop-Off Tours
856208,48.0,Cultural Tours
619841,58.0,Cruises & Water Tours
880895,31.0,4WD & Off-Road
348534,25.0,Nature & Wildlife
714990,38.0,4WD & Off-Road
271056,41.0,Cultural Tours
439583,30.0,4WD & Off-Road
779225,19.0,4WD & Off-Road
258377,34.0,Nature & Wildlife
867072,37.0,4WD & Off-Road
200734,31.0,
504004,34.0,Hop-On Hop-Off Tours
685789,,
481235,19.0,
220947,61.0,Cultural Tours
547721,,
126125,33.0,
128422,64.0,
512273,,
252473,,
346153,63.0,Nature & Wildlife
102605,38.0,Cultural Tours
206552,50.0,4WD & Off-Road
754275,51.0,Wine Tasting
727321,23.0,4WD & Off-Road
821733,,
753162,40.0,Cultural Tours
250828,,
759139,61.0,Cultural Tours
268057,40.0,Hop-On Hop-Off Tours
309203,55.0,Cultural Tours
144694,,
701768,27.0,4WD & Off-Road
661935,50.0,Cruises & Water Tours
986942,42.0,4WD & Off-Road
212716,51.0,Cultural Tours
772790,19.0,4WD & Off-Road
493038,,
728838,36.0,4WD & Off-Road
855492,30.0,Hop-On Hop-Off Tours
656399,,
165255,50.0,Cultural Tours
730295,,
163296,56.0,Hop-On Hop-Off Tours
328423,29.0,Nature & Wildlife
538806,,
412734,39.0,Cultural Tours
285704,34.0,4WD & Off-Road
989508,38.0,4WD & Off-Road
164045,33.0,4WD & Off-Road
143269,28.0,4WD & Off-Road
375672,38.0,Nature & Wildlife
782466,22.0,Nature & Wildlife
227458,53.0,Wine Tasting
979060,,
427203,47.0,4WD & Off-Road
652587,22.0,Cultural Tours
975102,48.0,Wine Tasting
367895,18.0,4WD & Off-Road
966328,46.0,Cultural Tours
677251,50.0,Cultural Tours
705045,18.0,4WD & Off-Road
967332,42.0,Wine Tasting
894176,27.0,Cultural Tours
607870,42.0,Cultural Tours
460946,25.0,Hop-On Hop-Off Tours
502491,,
913422,28.0,4WD & Off-Road
613346,,
190042,,
315837,60.0,Hop-On Hop-Off Tours
837576,57.0,Cruises & Water Tours
478423,52.0,4WD & Off-Road
833439,33.0,4WD & Off-Road
743708,,
571733,19.0,Nature & Wildlife
